Enviando telemetria C para 127.0.0.1:12345 a cada 50 ms
C,0,0,0,1,377
C,0,0,0,1,349
C,0,0,0,1,322
C,0,0,0,1,296
C,0,0,0,1,270
C,1,0,1,1,245
C,1,0,1,1,221
C,1,0,1,1,199
C,1,0,1,1,178
C,1,0,1,1,158
C,1,0,1,1,140
C,1,0,1,0,123
C,1,0,1,0,108
C,1,0,1,0,94
C,1,0,1,0,82
C,1,0,1,0,72
C,1,0,1,0,64
C,1,0,1,0,57
C,1,0,1,0,53
C,1,0,1,0,50
C,1,0,1,0,50
C,1,0,1,0,51
C,1,0,1,0,54
C,1,0,1,0,59
C,1,0,1,0,66
C,1,0,1,0,74
C,1,0,1,0,85
C,1,0,1,0,97
C,1,0,1,0,111
C,1,0,1,0,127
C,0,0,0,0,145
C,0,0,0,0,164
C,0,0,0,0,184
C,0,0,0,0,206
C,0,0,0,0,229
C,0,0,0,0,253
C,0,0,0,0,278
C,0,0,0,0,304
C,0,0,0,0,331
C,0,0,0,0,358
C,0,0,0,0,386
C,0,1,1,0,415
C,0,1,1,0,444
C,0,1,1,0,473
C,0,1,1,0,502
C,0,1,1,0,532
C,0,1,1,0,561
C,0,1,1,0,590
C,0,1,1,0,618
C,0,1,1,0,646
C,0,1,1,0,674
C,0,1,1,0,700
C,0,1,1,0,726
C,0,1,1,0,751
C,0,1,1,0,775
C,0,1,1,0,797
C,0,1,1,0,819
C,0,1,1,0,839
C,0,1,1,0,857
C,0,1,1,0,874
C,0,1,1,0,890
C,0,1,1,0,903
C,0,1,1,0,916
C,0,1,1,0,926
C,0,1,1,0,934
C,0,1,1,0,941
C,0,1,1,0,946
C,0,0,0,0,949
C,0,0,0,0,949
C,0,0,0,0,949
C,0,0,0,0,946
C,0,0,0,0,941
C,0,0,0,0,934
C,0,0,0,0,926
C,0,0,0,0,915
C,0,0,0,0,903
C,0,0,0,0,890
C,0,0,0,0,874
C,1,0,1,0,857
C,1,0,1,0,839
C,1,0,1,0,819
C,1,0,1,0,797
C,1,0,1,0,775
C,1,0,1,0,751
C,1,0,1,0,726
C,1,0,1,0,700
C,1,0,1,0,674
C,1,0,1,0,646
C,1,0,1,0,618
C,1,0,1,0,589
C,1,0,1,0,560
C,1,0,1,1,531
C,1,0,1,1,502
C,1,0,1,1,472
C,1,0,1,1,443
C,1,0,1,1,414
C,1,0,1,1,385
C,1,0,1,1,357
C,1,0,1,1,330
C,1,0,1,1,303
C,1,0,1,1,277
C,1,0,1,1,252
C,1,0,1,1,228
C,1,0,1,1,205
C,0,0,0,1,183
C,0,0,0,1,163
C,0,0,0,1,144
C,0,0,0,1,127
C,0,0,0,1,111
C,0,0,0,1,97
C,0,0,0,1,85
C,0,0,0,1,74
C,0,0,0,1,66
C,0,0,0,1,59
C,0,0,0,1,54
C,0,1,1,1,51
C,0,1,1,1,50
C,0,1,1,1,50
C,0,1,1,1,53
C,0,1,1,1,58
C,0,1,1,1,65
C,0,1,1,1,74
C,0,1,1,1,84
C,0,1,1,1,96
C,0,1,1,1,110
C,0,1,1,1,125
C,0,1,1,1,143
C,0,1,1,1,161
C,0,1,1,1,181
C,0,1,1,1,203
C,0,1,1,1,225
C,0,1,1,1,249
C,0,1,1,1,274
C,0,1,1,1,300
C,0,1,1,1,327
C,0,1,1,1,354
C,0,1,1,1,382
C,0,1,1,1,411
C,0,1,1,1,439
C,0,1,1,1,469
C,0,1,1,1,498
C,0,0,0,1,527
C,0,0,0,1,556
C,0,0,0,1,585
C,0,0,0,1,614
C,0,0,0,1,642
C,0,0,0,1,670
C,0,0,0,1,696
C,0,0,0,1,722
C,0,0,0,1,747
C,0,0,0,1,771
C,0,0,0,1,794
C,1,0,1,1,816
C,1,0,1,1,836
C,1,0,1,1,855
C,1,0,1,1,872
C,1,0,1,1,887
C,1,0,1,1,902
C,1,0,1,1,914
C,1,0,1,1,924
C,1,0,1,1,933
C,1,0,1,1,940
C,1,0,1,1,945
C,1,0,1,1,948
C,1,0,1,1,949
C,1,0,1,1,949
C,1,0,1,1,946
C,1,0,1,1,942
C,1,0,1,1,935
C,1,0,1,1,927
C,1,0,1,0,917
C,1,0,1,0,905
C,1,0,1,0,892
C,1,0,1,0,877
C,1,0,1,0,860
C,1,0,1,0,841
C,1,0,1,0,822
C,1,0,1,0,801
C,0,0,0,0,778
C,0,0,0,0,755
C,0,0,0,0,730
C,0,0,0,0,704
C,0,0,0,0,678
C,0,0,0,0,650
C,0,0,0,0,622
C,0,0,0,0,594
C,0,0,0,0,565
C,0,0,0,0,536
C,0,0,0,0,507
C,0,1,1,0,477
C,0,1,1,0,448
C,0,1,1,0,419
C,0,1,1,0,391
C,0,1,1,0,362
C,0,1,1,0,335
C,0,1,1,0,308
C,0,1,1,0,282
C,0,1,1,0,256
C,0,1,1,0,232
C,0,1,1,0,209
C,0,1,1,0,187
C,0,1,1,0,167
C,0,1,1,0,148
C,0,1,1,0,130
C,0,1,1,0,114
C,0,1,1,0,100
C,0,1,1,0,87
C,0,1,1,0,77
C,0,1,1,0,67
C,0,1,1,0,60
C,0,1,1,0,55
C,0,1,1,0,51
C,0,1,1,0,50
C,0,1,1,0,50
C,0,0,0,0,52
C,0,0,0,0,56
C,0,0,0,0,62
C,0,0,0,0,70
C,0,0,0,0,80
C,0,0,0,0,91
C,0,0,0,0,104
C,0,0,0,0,119
C,0,0,0,0,136
C,0,0,0,0,154
C,0,0,0,0,173
C,1,0,1,0,194
C,1,0,1,0,217
C,1,0,1,0,240
C,1,0,1,0,264
C,1,0,1,0,290
C,1,0,1,0,316
C,1,0,1,0,343
C,1,0,1,0,371
C,1,0,1,0,400
C,1,0,1,0,428
C,1,0,1,0,458
C,1,0,1,0,487
C,1,0,1,0,516
C,1,0,1,0,545
C,1,0,1,0,574
C,1,0,1,0,603
C,1,0,1,0,631
C,1,0,1,0,659
C,1,0,1,0,686
C,1,0,1,0,713
C,1,0,1,0,738
C,1,0,1,0,762
C,1,0,1,0,785
C,1,0,1,0,807
C,1,0,1,0,828
C,1,0,1,1,848
C,0,0,0,1,865
C,0,0,0,1,882
C,0,0,0,1,896
C,0,0,0,1,909
C,0,0,0,1,921
C,0,0,0,1,930
C,0,0,0,1,938
C,0,0,0,1,943
C,0,0,0,1,947
C,0,0,0,1,949
C,0,0,0,1,949
C,0,1,1,1,947
C,0,1,1,1,944
C,0,1,1,1,938
C,0,1,1,1,931
C,0,1,1,1,921
C,0,1,1,1,910
C,0,1,1,1,897
C,0,1,1,1,883
C,0,1,1,1,867
C,0,1,1,1,849
C,0,1,1,1,830
C,0,1,1,1,809
C,0,1,1,1,787
C,0,1,1,1,764
C,0,1,1,1,740
C,0,1,1,1,714
C,0,1,1,1,688
C,0,1,1,1,661
C,0,1,1,1,633
C,0,1,1,1,605
C,0,1,1,1,576
C,0,1,1,1,547
C,0,1,1,1,518
C,0,1,1,1,489
C,0,1,1,1,459
C,0,1,1,1,430
C,0,0,0,1,402
C,0,0,0,1,373
C,0,0,0,1,345
C,0,0,0,1,318
C,0,0,0,1,292
C,0,0,0,1,266
C,0,0,0,1,241
C,0,0,0,1,218
C,0,0,0,1,196
C,0,0,0,1,175
C,0,0,0,1,155
C,1,0,1,1,137
C,1,0,1,1,120
C,1,0,1,1,105
C,1,0,1,1,92
C,1,0,1,1,80
C,1,0,1,1,71
C,1,0,1,1,63
C,1,0,1,1,57
C,1,0,1,1,52
C,1,0,1,1,50
C,1,0,1,1,50
C,1,0,1,1,51
C,1,0,1,1,54
C,1,0,1,1,60
C,1,0,1,1,67
C,1,0,1,1,76
C,1,0,1,1,87
C,1,0,1,1,99
C,1,0,1,1,113
C,1,0,1,1,129
C,1,0,1,1,147
C,1,0,1,1,166
C,1,0,1,1,186
C,1,0,1,1,208
C,1,0,1,1,231
C,1,0,1,1,255
C,0,0,0,1,280
C,0,0,0,1,306
C,0,0,0,1,333
C,0,0,0,1,360
C,0,0,0,1,389
C,0,0,0,0,417
C,0,0,0,0,446
C,0,0,0,0,475
C,0,0,0,0,505
C,0,0,0,0,534
C,0,0,0,0,563
C,0,1,1,0,592
C,0,1,1,0,621
C,0,1,1,0,649
C,0,1,1,0,676
C,0,1,1,0,702
C,0,1,1,0,728
C,0,1,1,0,753
C,0,1,1,0,777
C,0,1,1,0,799
C,0,1,1,0,820
C,0,1,1,0,840
C,0,1,1,0,859
C,0,1,1,0,876
C,0,1,1,0,891
C,0,1,1,0,904
C,0,1,1,0,916
C,0,1,1,0,927
C,0,1,1,0,935
C,0,1,1,0,941
C,0,1,1,0,946
C,0,1,1,0,949
C,0,1,1,0,949
C,0,1,1,0,948
C,0,1,1,0,945
C,0,1,1,0,940
C,0,1,1,0,934
C,0,0,0,0,925
C,0,0,0,0,915
C,0,0,0,0,902
C,0,0,0,0,889
C,0,0,0,0,873
C,0,0,0,0,856
C,0,0,0,0,837
C,0,0,0,0,817
C,0,0,0,0,796
C,0,0,0,0,773
C,0,0,0,0,749
C,1,0,1,0,724
C,1,0,1,0,698
C,1,0,1,0,671
C,1,0,1,0,644
C,1,0,1,0,616
C,1,0,1,0,587
C,1,0,1,0,558
C,1,0,1,0,529
C,1,0,1,0,500
C,1,0,1,0,471
C,1,0,1,0,441
C,1,0,1,0,412
C,1,0,1,0,384
C,1,0,1,0,356
C,1,0,1,0,328
C,1,0,1,0,302
C,1,0,1,0,276
C,1,0,1,0,251
C,1,0,1,0,227
C,1,0,1,0,204
C,1,0,1,0,183
C,1,0,1,0,162
C,1,0,1,0,144
C,1,0,1,0,127
C,1,0,1,0,111
C,1,0,1,0,97
C,0,0,0,0,85
C,0,0,0,0,74
C,0,0,0,0,66
C,0,0,0,0,59
C,0,0,0,0,54
C,0,0,0,0,51
C,0,0,0,0,50
C,0,0,0,0,50
C,0,0,0,0,53
C,0,0,0,0,57
C,0,0,0,0,64
C,0,1,1,1,72
C,0,1,1,1,82
C,0,1,1,1,94
C,0,1,1,1,108
C,0,1,1,1,123
C,0,1,1,1,140
C,0,1,1,1,158
C,0,1,1,1,178
C,0,1,1,1,199
C,0,1,1,1,222
C,0,1,1,1,245
C,0,1,1,1,270
C,0,1,1,1,296
C,0,1,1,1,322
C,0,1,1,1,349
C,0,1,1,1,377
C,0,1,1,1,406
C,0,1,1,1,435
C,0,1,1,1,464
C,0,1,1,1,493
C,0,1,1,1,523
C,0,1,1,1,552
C,0,1,1,1,581
C,0,1,1,1,609
C,0,1,1,1,638
C,0,1,1,1,665
C,0,0,0,1,692
C,0,0,0,1,718
C,0,0,0,1,743
C,0,0,0,1,768
